death_rate,cancer_rate,income,population,poverty,white,black,asian,married,birth
212.3,458.2,36,3618,18.3,93.1,1.9,0,48.6,6.07
151.6,341,40,32874,24.9,82.2,8.7,0.2,47.3,8.6
177.3,475.2,51,334941,14.2,64.7,21.5,2.9,52.5,5.8
157.2,399.2,50,1897753,18.3,77.7,7.5,2.63,45.7,5.99
154,372.8,57,11004,12,92.8,0.6,0.5,60.6,3.9
190.7,393.2,44,17891,15,94.2,1.5,0.4,57,3
184.8,427.6,41,93389,20.1,69.3,24.3,0.98,47.4,7.4
169.3,429.3,73,346312,9.9,74.7,13,5.9,56.6,6.5
151.8,424.7,41,215037,26.4,73.9,10.8,5.74,39.4,4.69
160.4,387.7,40,9145,13.8,93.2,1.3,0,41,1.8
173.3,408,27,7230,32.4,84.9,0.1,1.87,41.8,6.8
188.4,427.7,41,37896,17.5,91.6,4.31,0.47,53.8,2.5
224,508,33,13786,27.4,55.6,41.9,0,40.2,7.9
172.6,490.9,51,125175,14.3,72.2,21.3,1.5,47,5.82
199.4,492.8,39,251460,24.1,47.8,47.9,1.2,37.4,5.3
192.2,490.4,45,198788,18.4,70.8,24.9,1.32,46,6.1
200.1,467.6,36,9993,23.3,81.3,17.6,0.1,46.1,2.1
133.3,509.4,59,6817,12.2,94.5,3.09,0.3,65.6,7.7
224.9,504.4,34,10147,23.3,66.3,32.5,0,50.9,2.5
177.8,473.5,35,16295,28.2,46.5,50.2,0,39.7,8.81
216.1,480.4,31,20142,30.9,57.9,41.2,0.1,41.2,2.8
197.8,503.8,40,27052,23.5,58.1,38,0.3,45.4,5.4
178.8,487.1,46,446753,18.4,48.6,45.5,3.2,38.8,4.5
250.7,512.7,25,7307,43,28.7,69.7,0.2,28.9,4.3
212.2,570.8,41,19696,20.4,53.74,44.9,0.1,47,4.2
211.4,459.2,32,33743,24.1,68.5,27.9,0.1,45.1,8.6
140.5,479.6,32,20410,29,66.2,32.7,0.1,42.8,5.7
222.7,482.7,40,22343,22.8,80,14.4,0.1,50.2,3.7
205.9,515.4,45,74103,19.4,62.3,31.4,2.7,46.4,6.6
225.1,586.2,47,33095,19.9,49.5,48.1,0.1,41.8,4.9
217.7,518.6,37,15858,24.6,68,30.2,0.17,46.8,4
188.6,473.9,47,436275,15.8,63.86,26.5,4.2,41.6,5.17
208,499.6,37,31439,21.7,79.7,17.1,0.33,45.9,7.2
182.9,487.3,51,240098,15.1,69.9,25.7,1.6,43.5,6
198.7,467.5,47,98325,17.6,79.5,13.4,0.8,51.1,4.82
209.6,464.8,44,14974,18,86.9,11.2,0.1,53.7,5.1
205.7,436.3,32,47774,29.7,54.4,40.9,1.8,37.3,4.3
186.5,494.6,58,137788,12.3,91,6.1,0.4,54.2,5.7
181.9,379,26,11514,41.4,36.2,62,0.1,34.2,4.46
186.4,457.3,30,26395,29.4,50.4,47.3,0.3,42,5
181.5,447.2,34,39179,31.1,54.7,40.48,0.6,40.5,3.7
193.6,466,35,389617,27.9,34.3,59.5,3,26.7,5.1
199.7,480.9,40,156761,23.6,60.1,37.3,0.9,41.7,6.1
180.7,458.7,51,23495,16,69.2,20.9,3.3,51.1,6.55
188.2,507.4,44,22251,18.3,62.1,35.9,0.3,45.7,4.3
189,484.9,40,132141,19.8,64,32,1.5,44.9,4.2
172.2,431.7,33,8593,25.3,58.7,39,0.1,41.7,10.4
191.3,456.4,36,20523,24.9,62.5,36.1,0.2,49.9,3.4
202.5,500.4,39,24186,21.2,70.5,16.7,0.4,50,6.37
233.1,516.9,45,45408,17.9,72.2,21.6,2.27,44.7,5.7
190.3,470.8,60,52812,12.1,70.6,26.3,1.1,50.9,6.1
212.5,461.5,35,10567,24,44.6,52.7,0,42.3,3.09
201.2,497.4,47,21567,16.1,48.7,50.3,0.1,47.5,4.4
200.6,460.8,47,43626,20.8,42.1,54.3,0.5,47.2,4.7
217.8,530.4,32,83848,30.1,56.4,40.9,0.39,42.7,6.97
198.1,499.7,46,53835,18,65.8,29.7,1,50.3,6.46
200.6,474,42,52810,21.8,59.9,31.1,1.6,41.7,6.3
177.7,494.5,63,250088,11.2,83.7,11.7,1.6,55.8,5.4
207.1,489.9,39,128755,22.5,67.1,29.7,0.8,45.5,3.4
142.5,389,27,4740,32,42.8,56.5,0,32,2.93
213.2,493.1,49,113972,20.9,71.2,18.5,0.91,47.7,5.2
220.2,463.9,38,22477,22,71.3,25.9,0.2,50.5,4.3
180.3,529.1,45,59875,18.3,81.1,14.1,2.1,48.4,5.61
204.5,478.1,46,50803,13.9,77,14.3,1.7,55.9,7.23
224.8,536.6,29,46371,29.1,67.5,30.1,0.2,45.3,6.4
205,485.3,36,40021,22.2,63.6,34.3,0.3,42.3,6
182.8,526.7,51,25490,20.5,59.8,37.8,0.6,47,5.54
195.6,443.2,33,11293,22.5,81.6,16.7,0.1,46.1,5.7
148.2,429,53,15385,24,52.9,45.7,0,54.4,6.8
227.5,524.4,36,14568,26.8,65.6,32.6,0,49.4,4.9
188,478.2,46,107233,15.4,92.5,1.4,0.8,46.2,5.2
188.2,472.8,36,68628,20.1,95.3,0.7,0.5,50.42,5
173.3,479.6,61,289977,10.8,92.51,2.7,2.1,47.8,3.8
167.5,435.2,41,29991,15.8,97,0.4,0.5,52.4,3.48
165.4,491.9,45,54659,12.9,96.66,0.5,0.9,49.7,5.1
193.2,478.4,45,119980,13.8,96.01,0.8,0.8,47.2,4.8
169.4,484.9,50,39855,13.9,96.7,0.7,0.7,48.9,4.6
170.6,436.6,47,33969,11.7,97.34,0.1,1.2,50.6,5.8
189,477.6,40,57202,16.1,96.8,0.4,0.62,49.9,4.6
187.5,507.3,42,152692,18,95.2,0.8,1.1,48,4.1
194,478.1,36,16931,20.3,96.6,0.4,0.47,48.8,6.3
173.6,451.7,55,35149,10.5,95.9,0.7,0.7,49.7,5.3
200.2,458.3,39,51113,17.3,97,0.3,0.3,48.9,4.7
180.1,484,46,39155,15,96.9,0.5,0.6,50.3,4.98
216.7,501.5,38,31625,18.5,91.6,0.6,0.5,46.8,5.79
173.7,497.7,55,201169,11.2,96.1,0.68,1.13,51.2,5.05
172.2,519.3,39,72528,18.5,88.6,8,0.9,45.9,4.6
176,468.1,86,564195,6.7,74.7,15.9,3.6,53.2,5.29
171,472.3,67,831128,9.8,63.3,27.1,5.64,45.9,5.07
175.2,444.5,92,90595,7.2,81.9,12.7,1.4,57.5,3.5
185.6,465.1,49,32579,16,81,13.8,0.5,51.2,5.4
171.1,456.2,84,167627,5.9,92.7,3.3,1.7,61.3,4.3
195.5,484.3,62,102382,10.6,88.9,6.76,1.3,54.4,4.3
186.7,420.5,86,156118,7.2,48.4,42.2,3.3,52.7,4.7
185.4,481.6,42,32384,17.5,66.9,28,1,44.5,5.46
155.6,435.9,83,245322,6.5,81.4,9,4.26,56.57,4.6
154.8,417.1,47,29460,12.4,97.3,0.6,0.4,57.2,6.6
169.9,485.5,79,250290,8,80,13.3,2.8,56.6,6.16
131.9,418.1,106,313414,6.1,60.1,18.1,16.2,60.2,5.2
180,461.7,53,19787,13.8,82.3,15.4,1,48.5,4.5
120.1,392.9,97,1040116,7.2,55.6,17.6,14.6,53.7,5.3
172.7,401.9,71,909535,10.3,20.4,63.4,4.3,39.1,5
173.8,429.6,80,48904,7.5,89.6,7.41,0.9,62.3,5.6
181.5,423.2,84,111413,8.6,79.1,14.3,2.7,57.5,5.42
216.5,511.9,38,25768,25.5,52.7,41.8,1.1,37.9,5.3
161.9,454.6,54,37512,11.7,82.2,11.9,1.5,50.7,3.33
181,457,54,149585,13.8,83.7,10.3,1.7,49.8,5.9
204.3,532.1,51,102370,16.9,68.7,24.1,3,47.1,5.4
186.8,499.8,55,51540,11.9,82.6,14.2,1.5,50.8,5.63
226,497.2,41,621849,23.3,30.3,62.8,2.6,24,5.4
163,505,64,214333,8.9,92.8,2.6,1.4,49.6,3.52
157,464.3,49,127828,13,91.8,2.8,1.5,43.5,4.6
189.6,430.5,53,11721,14,84.4,6.3,0.4,50.4,7.1
158,424.8,55,34765,15,78.2,17.1,1.77,52.6,5.1
139.1,332.2,37,269721,32.3,94.2,0.4,0.6,52.8,6.9
173.1,424.5,44,41486,16.8,82.9,14.4,0.06,47.5,5.7
193.7,434.9,52,5657,12,88,2.3,0.5,57.83,7.7
184.8,403.5,43,131705,19.3,80.5,10.4,2.1,46,6.1
181.5,480.2,39,13027,15.8,82.8,9.1,0.53,45.5,6.3
167.3,345.6,29,21903,38.8,94.79,1.6,0.1,52.8,4.8
152.8,368.3,62,47520,11,93.4,1.6,0.26,61.4,5.3
182.9,383,55,8005,13.5,88.3,3.3,0.4,55.21,7.1
180,389.3,59,62953,10,94.3,1.2,0.4,61.7,7.01
167.6,417,42,43356,15.4,90.3,4.8,0.6,57.3,6.9
158.8,412.1,60,8546,11.4,92,1.4,0.8,61.9,5.6
191.1,428,41,18270,16.4,94.1,1.1,0.3,58,6
112.5,340.9,33,14374,32.6,97.2,1.1,0,54.5,9.7
126.3,321,26,12235,31,91.2,0.46,0,42,5
168.7,421.4,50,6354,9.8,96.5,0.15,0,59.89,12.7
137.3,377.6,56,52097,11.6,93.2,0.3,0.9,68.6,8.8
104.1,376.1,51,120783,14.2,90.5,0.8,2.2,64.4,7.22
155.9,433.1,47,20479,15.7,92.4,0.7,0.6,52.68,8.2
119.3,428.8,70,336043,7.2,89.7,1.2,1.9,68.1,7.25
155.5,448.1,61,20862,11.6,91,0.2,0.5,65.8,10
113.2,339,49,10370,12.9,98.9,0.2,0.06,67.1,7.3
105.4,399,45,5009,12.2,95.1,0.77,0.8,58.7,3.1
179.8,404.1,43,9516,15,92.8,0.29,1.4,44,2.8
131.1,418,43,48368,22.1,91.1,0.7,0.7,58.7,9.6
136.9,392.3,55,10594,11.4,94.6,0.11,0.3,67.6,6.4
129,398.9,48,7131,11.8,93.8,0.2,0.1,51.5,4.95
131.6,361.5,52,12645,12.9,88.8,0.42,0.7,65.4,8.9
138.7,380.5,82,11065,4.6,96.9,0.36,0.77,78.1,6.1
166.4,347.2,56,2311,10.3,96.9,0.1,0,70.8,8
130.9,417.3,62,1107314,11.9,82.3,1.68,3.7,54.8,6.63
123.9,261.1,40,15772,29.2,49.6,0.2,0.74,54.1,4.94
156.7,383.8,44,28778,17.1,89.8,0.8,0.8,67.2,5.6
154.2,417.4,48,20984,12.1,95.3,0.4,0.2,62.8,9.9
123.6,432.7,92,39633,6.8,94.9,0.53,2,63.8,4.1
146.7,489.9,64,62952,8.1,91.7,0.61,0.9,64.9,6.92
133.2,365.5,65,37928,9.6,87.8,0.6,0.45,60.5,9.7
120.4,394.9,60,575205,12.6,91.9,0.6,1.5,71.1,8.6
114.5,432.5,65,29161,7.1,96.4,0.06,1.4,64.7,3.6
124.8,408.4,50,155602,12.9,92,0.6,0.6,63.4,6.6
129.3,366.9,42,2692,14.1,96.4,0.7,0.7,66.4,11.1
134.2,417.9,59,243645,12.3,88.2,1.1,1.2,56.8,7.6
173.3,436.9,59,37035,9.5,94.9,0.96,1.88,53.4,4.7
176.1,488,44,36317,14.4,96.4,0.5,0.49,49.1,3.9
184.3,476.2,45,30780,13.9,96.5,0.6,0.7,48.9,3.31
159,463.7,61,161382,11,91.58,2.4,3.2,46.9,4.2
171.3,492.7,35,6163,19.6,96.7,0.6,0.39,49.8,4.94
187.8,450.4,59,48799,9.1,95.5,0.4,0.3,53.5,4.6
206.1,548.5,60,6861,9.1,94.9,0,0.4,58,4
173.7,461.6,49,25235,12.6,95.9,0.8,0.51,47.8,3.9
175.5,479.7,53,28899,12.8,96.6,0.5,0.5,52,4.7
172,438.8,42,27100,16.2,96.6,0.5,0.5,49.3,4.7
178.8,476,44,59736,13.5,96.9,0.6,0.7,47.9,4.1
165.8,467.3,58,58612,11,96.1,0.9,0.8,48.4,2.9
183.7,463.3,49,43386,12.9,94.9,0.93,1.1,47.1,3.5
160.4,461.9,51,55737,12.1,95.9,0.67,0.9,49.8,4.8
216.2,479.4,38,32973,19.4,68,28.7,0.1,47.5,4.3
143.8,372.9,67,105703,9.1,81.5,9.4,4.4,52.9,5
189.5,401.8,45,15677,15.8,92.8,5.3,0.2,51.4,8.1
216.5,522.5,51,12903,12.9,73.3,24.3,0.1,61.6,6.6
183.9,427.4,43,31914,13.7,76.8,18.4,0.7,51,5.28
178.9,432.6,44,15414,15.1,77.5,20.3,0.11,54.8,4.4
136.5,369.7,107,229164,8.5,72.1,8.5,9.9,37.6,5.3
167.1,408.9,57,74314,9.8,93.1,4.05,0.6,59.3,5.59
173,419.3,43,4470,11.5,94,3.4,0,47.3,8
220.5,472.2,42,6561,14.1,94.2,5,0,53.6,5.2
148.7,401.6,63,33347,7.8,94,3.5,0.2,63.8,3.6
165.3,463.4,37,16698,21.9,41.9,55.8,0.4,43.1,4.7
175.8,325.8,32,22776,23.2,95.6,2.7,0.5,51.5,6.46
191.8,390.1,38,17032,22.8,61.5,34.5,0.52,50.7,3.64
160.1,384.7,46,55086,14.5,81.8,14,0.8,54.1,4.7
201.8,503.8,56,29984,11,66.1,29.3,0.8,51.6,4.4
172.5,390.6,38,29724,17,97.8,0.9,0.2,53.3,5.7
214.2,492.6,49,7040,13.1,42,48.2,0.3,45.2,4.8
182.2,434.4,36,12201,20.7,67,31.5,0.1,46.2,2.9
165,497,72,335687,8.3,68.7,22.7,3.4,55.4,4.8
197.4,417.9,70,14363,8.2,88.7,5.48,0.97,50.2,6.7
169.4,389.7,46,5211,12.4,96,0.2,0.4,50.8,6.78
187.1,421.6,62,49432,11,77.3,14.4,1.4,58.1,4
179.2,436.4,41,9719,19,63,33.1,0,44.6,7.3
218.9,356.4,32,15115,21.3,98.4,0.9,0.1,53.7,6.49
185.4,414.5,52,27852,12.1,64.5,33,0.4,49.8,5.7
183.4,433.5,48,11130,14.5,55.7,41,0,46.2,1.97
126.9,381.8,110,1142234,6.7,62.9,9.4,18.4,58.3,5.3
162.9,369.4,89,68782,7.4,87.3,7.4,1.3,62.4,5.1
138,372.4,43,15651,14.1,96,2.5,0,59.1,4.3
176.5,435.3,64,26235,7.9,80.4,14.4,0.7,60.2,5.3
162,422.8,47,56264,16.3,89.1,8.5,0.27,57.7,6
185.3,456.6,65,83199,7.7,91.2,4.4,1.4,60.1,5.18
189.4,403.8,45,16708,13.5,96.1,1.56,0.72,48.4,8.3
200.4,491.8,58,37143,9.7,87.7,8.27,0.51,58.1,4.3
153.4,486.9,86,22253,7.5,78.8,17.8,1.3,67.7,2.8
196,355.3,31,16012,19.9,95,2.7,0.1,49.2,6.1
156.5,404,61,19162,9.6,88.4,6.6,1.2,58.6,3.5
174.7,492.2,36,11885,25.1,39.5,58,0.17,47.7,1.89
178.3,412.7,39,35125,18,60.5,36.9,0.6,46.8,5.5
163.7,496.6,81,103227,6.1,86.4,9.3,1.5,61.9,4.1
169.1,444.7,62,325155,11,58.6,29.6,7.37,44.9,5.2
147.7,409.3,44,150965,24.9,68.4,6.2,3.7,50.9,6.6
190.6,460.1,36,64591,24.3,79.6,2.2,1.3,40.4,6.7
169.9,365.7,49,31345,19.4,74.9,8.5,1.51,51.5,7.5
148.4,405.5,55,10170292,18.7,53.3,8.3,14.1,44.6,4.7
147.5,420.3,43,154998,22.3,81.7,3.5,2.1,56.1,6.97
135.2,475,94,261221,8.8,79.3,2.5,5.68,50,5.45
147.6,396.8,47,17531,16.2,87.6,1.1,1.3,55.5,9.6
167.5,452.2,42,87649,18.8,82.8,0.7,1.94,43.2,5.4
162.9,415.9,43,268455,24.8,61.2,3.42,7.5,50.9,6.39
160.8,408.6,39,8965,20.2,90.2,0.5,1.1,51,8.3
102.1,320.8,59,13909,11.3,84.1,0.6,1.1,47.2,1.99
192.7,477.5,34,26489,25.4,47.4,46.8,0.9,43.3,6.3
195.6,391.8,34,13963,21.2,71.5,23.5,1.82,46.8,8.3
140.8,413.6,57,433898,17,73.3,2.79,6.1,51.7,5.92
170.2,488.9,71,142456,9,74.1,2.1,7.7,53.1,4.9
144.9,423.9,57,98877,11.4,92.4,0.5,1.4,51.9,4.1
143.8,418.6,76,3169776,12.9,63.2,1.66,18.9,54.6,4.8
153.4,460.5,75,375391,8.3,83.64,1.42,6.68,56.7,4.4
167.2,420.3,47,18409,14,90.12,0.7,0.9,49,4.1
154.6,414.5,56,2361026,17.1,64.6,6.27,6.2,53.8,5.5
168.9,452,55,1501335,18.1,59.6,10,15,44.8,5.4
150.4,433,68,58792,14.1,84.5,0.8,2.7,59.6,6.54
168,423.1,51,2128133,20.4,62.15,8.5,6.7,51.3,6.01
187.9,426.3,39,82005,17.2,95.7,1.2,0.6,54.85,3.9
157.1,434.9,66,3299521,14.7,70.9,5.07,11.5,49.6,5
145.1,428.9,83,864816,12.1,48.7,5.6,33.8,33.9,3.67
168.9,432.1,51,726106,20.7,57,7.09,14.8,51.9,6.15
149.4,443.7,61,281401,14.5,85,2.1,3.66,50.4,4.1
140,447,100,765135,7.5,55,2.6,26.6,53.7,5.02
142.3,433,62,444769,17.4,74.3,2,5.2,48.7,4.6
135,420,97,1918044,8.5,48.3,2.6,33.8,56.3,5.5
145.4,450.4,64,274146,16.1,80.5,0.94,4.4,48,4.54
192,478.8,43,179533,14.7,86.8,1,2.6,48,4
158,312.8,47,2967,13.8,96.4,0.1,0.03,51.9,2.1
189.1,459.6,41,49565,22.4,74.7,19.6,1.2,48.5,4.91
192.6,430.4,38,43554,21.1,85.9,1.4,1.6,48,4.7
176.7,472.3,67,436092,12.3,53.8,13.9,15.1,50.1,5.2
163.1,463.4,66,502146,11.3,77.3,1.6,3.89,47,5.1
164.9,433.4,50,538388,18.1,75.3,2.72,5.4,51.1,6
155.1,395.8,51,96463,15.2,69.6,2.2,14.7,53.3,6.7
174,473.2,40,63308,18.2,86.4,0.5,1.3,50.8,4.1
189.4,455.5,34,13069,19.9,85.3,1.13,1.5,48.1,1.5
155.2,391.5,42,459863,28.1,80.9,1.7,3.4,52.4,6.8
159.9,490.8,49,53709,14.3,88.1,1.8,1.4,50.6,3.96
146.1,432.7,74,850536,11.5,78.8,1.79,7.08,55.7,5.3
217.4,503.7,26,41131,35.2,28.7,69.2,0.34,31,8.43
158.9,428.2,54,213016,19.5,66.1,2.6,13.7,46.4,4.1
182.8,444.6,41,74492,21.6,70.09,3.3,7.19,50.5,8
162.4,420.8,59,491337,12.9,82.8,3.2,3.81,50.7,6.3
165.7,416.8,38,16496,22.5,87,1.9,1.8,45.7,4.9
140.1,429.5,65,631096,11.2,73.1,10.2,5.37,49.1,5.8
105.2,389.4,44,12352,14.7,87.4,0.9,0.7,56.4,4.1
188.6,369.7,36,3615,20,95.8,1.2,0.1,52.8,5
176.2,322.4,35,5830,32.3,83.8,9.2,0.7,53.1,12.5
124.1,409.9,71,319372,13.3,88.4,0.9,4.3,47.6,4.2
158.4,417.3,85,65065,4,86.7,1,6,57.2,5.1
170.6,399.4,36,71130,24,86.42,1.82,0.31,55.4,6.41
140.8,392.2,48,18658,12.4,93.9,2,0.3,52.9,4.89
124.5,373.7,52,1829,13.4,96.3,0.3,1.5,52.4,5.3
139.4,416.9,69,9303,8.5,94,1.31,0.63,51.8,3.6
138.1,326.6,33,8130,22.9,91.66,0.1,0.2,54.9,7.3
116,307.3,27,3584,28.5,93,0,0.78,44.8,7.5
110.7,389.1,32,5562,40.5,84,5.3,0.4,47.2,10.3
160.8,439.8,48,4445,14.9,94,3.1,0,58.2,5.9
163.5,396.2,45,29979,15.6,94.9,1,0.7,53.2,8
163.7,439.2,54,682545,15.9,76.1,9.7,3.56,33.8,5.5
122.2,234,44,1978,15.4,96.2,0,0,50.6,2.1
193.8,482.4,54,81468,14.4,75.52,21.2,0.5,54.3,5.8
128.4,424,107,322387,3.7,90.5,1.1,4.06,66.7,4.96
80.8,347.1,76,53605,7.8,88.5,0.7,1,54.3,4.86
148.3,410.8,83,24735,5.9,95.3,0.5,0.84,68.2,3.3
148.5,451,59,674471,12.2,80.3,6,2.7,53.1,6.19
166.2,454.3,41,46692,19.1,88,5.2,0.69,51.8,5.4
126.4,379.6,62,58095,10.2,88.1,0.9,0.7,58.7,4.5
129.8,400.2,64,5828,7.9,92.1,0.5,0.14,47.8,3.8
123.2,310.5,59,14615,10.4,91.7,1.41,1.9,55.5,1.3
102.6,283.5,48,16067,14.9,95.7,0.7,0.63,42.2,6.5
151.5,454.7,32,6492,22,86.3,0.7,0.2,42.3,3.91
141.7,436.7,70,565524,8.3,90.8,1.1,2.6,50.7,4.47
200.9,373.8,42,1423,13.5,93.8,0.82,0.1,54.9,3.1
161,389.8,46,7758,14.9,92.2,4.2,0.3,51.7,13.2
152.5,357.5,46,7485,16,87.1,0.1,0.7,49.3,4.1
129.3,415.5,60,54688,10.7,88.6,0.38,0.72,49.7,5.2
134.1,395.3,57,333577,12.8,91.1,0.9,2,50.5,4.7
162.2,372,39,14058,17.4,82.7,1.8,0.7,50.6,3.9
147.4,372.9,41,5557,18.3,84.5,11.2,0.1,51.3,5.2
150.7,400.5,45,22036,17.7,91.3,1.45,2.1,49.2,2.7
153.9,414.8,50,148513,15.4,92.8,0.7,0.6,49.5,7.27
201,472.9,39,103057,19,81.3,15.44,0.7,50.3,4.29
164.1,403.9,56,12937,11.2,93.1,0.5,0.9,51.4,6.8
147.9,435.9,44,26168,16.3,83,0.4,0.25,49.4,4
151.4,382.1,46,40946,15.5,92.6,0.6,0.44,54.4,3.8
162,408,47,28360,13.4,90,2.6,0.4,53.6,5.3
150.9,400,33,18343,26,90.7,0.3,0.9,49.7,4.3
106.1,307.1,57,4691,9.6,97.7,0,0.8,56.9,2.3
137.9,402.1,58,16510,9.4,95.9,0,0.96,53.9,4.1
136,414.3,47,4349,11.5,95.1,0.2,0.82,58.4,10.9
59.7,318.5,73,17787,7,94.4,1.5,1.4,35.7,5.2
173.9,496.2,57,556772,12.4,87.14,3.7,2.07,46.7,4.6
160,497.3,61,17299,9,92.6,3.3,0.8,53.4,3.23
161.5,507.1,70,776043,10.7,79.8,3.9,3.45,48.5,4.8
153.9,413.9,53,70601,12,93.9,1.3,1.6,44.8,3.46
180,442.9,49,470690,17.7,78.64,8.7,2.1,41.9,4.7
164.4,415.4,57,161292,15,88.8,2.7,5.3,44.9,2.5
159.6,473.1,84,1585139,8.9,79.1,4.9,10.5,51.2,4.8
146.9,572.8,82,10925,7.1,85.7,9.4,1.1,44.9,4.2
160.9,494.7,90,696023,6.5,80.72,6.26,9.7,52.8,4.7
176,517.7,74,510393,8.5,84.9,9,1.3,54,4.32
178.6,488.6,54,778121,21.5,55.5,22.4,8.6,28.1,4.2
171.5,470.3,65,818963,11.5,85,4.64,4.5,49.6,4.6
177,408.2,36,10349,17.5,97.5,0.3,0.4,55.4,3
154.2,419.3,45,9383,15.5,85.7,7.74,0.1,51.8,2.4
166.7,387.2,54,114625,11.4,94.5,1.5,0.7,60.3,5.3
179.3,537.3,38,28803,16.8,96.7,0.6,0.5,49.2,4.63
167.7,422.1,45,23154,13,96.1,0.3,0.3,58.2,3.9
202.3,467.3,36,15261,19.9,96.5,0.49,0.3,53.5,5.93
182.5,395.4,41,8575,15.8,73.8,18.5,0.58,48.1,4.5
155.7,312.7,57,59314,10.2,96.4,0.49,0.5,59.84,6.14
182.3,448.2,46,105659,16.8,94.5,1.4,0.6,48.2,5.24
179,472.8,48,17457,11.8,96,0.3,0.3,52.3,4
179,479.8,44,154636,17.7,78.1,15,1.8,48.4,5.4
170.7,376.6,46,43664,15.2,94.7,2.4,0.46,53.7,6
187.7,428.1,45,134314,15.4,82.7,10.9,1.9,44.3,4.99
181.6,335,48,51657,14.8,88.3,4.7,0.77,54.3,5.5
167.7,483.4,47,26238,12.6,95.2,0.3,0.5,53.8,4.4
184.5,451.3,41,25427,16.1,93.19,0.7,0.4,54.6,3.92
169.7,441.8,51,18856,11.3,96.1,0.5,0.4,53.5,3.7
157,424.1,58,23813,8.9,97,0.4,0.6,56.3,5
195.8,451.5,39,5794,15.6,97.1,0.44,0.1,50.1,4.1
173,441.2,47,20554,14,88.25,2.3,0.5,50.5,5.8
164,446.1,56,84559,10.6,94.5,0.8,0.7,54.7,4.7
174,434.3,45,26224,13.1,94.3,2.3,0.4,49.8,4.95
188.1,470.4,53,168437,15.4,87.5,7.4,1.4,47.5,4.7
126.7,422,56,20366,8.9,97.1,0.3,0.39,57.7,4.8
160,457.2,49,118212,12.6,91.5,1.39,4.5,47.71,4.9
166,423.2,52,16829,11.7,96.8,0.4,0.2,56.4,5.7
165.9,448.8,40,19223,15.9,96.2,0.78,0.3,49.7,7.3
184.4,498.7,48,27980,10.9,97,0.5,0.4,53.4,3.4
165.9,440.1,48,79806,10.8,94.6,0.5,2.7,53.4,5.1
153.9,478.1,54,135868,9.9,91.62,0.7,5.5,54.2,5.82
182.8,466.3,43,40884,13.4,96.7,0.4,0.55,49.6,4.53
217.8,471.9,43,15075,13,96.5,0.44,0.5,53.17,7.25
228.8,478.4,36,4573,29.1,11,0.4,2.4,40.1,10.9
189.9,494.3,42,957735,22,61.8,26.4,3.8,35.1,5
179.8,459.2,52,45549,14.4,94,1,0.71,51.1,9.4
184.3,483.9,52,37435,10.5,96.3,0.2,0.4,58.5,5.6
185.3,514.4,49,35567,12.6,96.3,0.7,0.6,55.7,4.64
153.4,464.9,59,183245,10,90.5,1.11,3.2,53.9,4.7
161.9,484.1,77,87850,5,94.6,1.4,2.1,60.6,4.9
163.1,387.6,53,7290,12.1,98.1,0.4,0.2,58.9,6.1
149.8,278.5,68,40889,10.8,96.41,0.5,1.1,55.3,4.1
168.1,321.4,52,43441,11.2,96.3,0.4,0.54,54.8,5.5
155.1,414.5,52,70408,15.4,94,0.62,2.7,51.1,4.1
170.1,451.2,42,13645,13,96.8,0.3,0.5,51.9,6.23
166.8,491.6,54,195080,13.1,80.8,11.1,1.2,49.6,5.6
168.7,420.9,44,17495,13.5,96.4,0.7,0.38,54.6,7.1
186.8,455,51,161448,14.9,90.1,3.49,1.15,47.9,6.13
195.2,484.9,39,14124,16.9,96.9,0.98,0.4,50.8,4.4
163.8,315.2,75,87513,4.9,96.1,0.74,1,60.2,6.4
176.8,420.9,50,63642,11.9,95.3,0.5,0.67,52.1,5
208.5,483.8,40,16376,17,78.2,0.69,0.4,51.3,4.27
168,457.1,47,41304,11.2,89.4,0.3,0.46,53.87,4.1
166.9,481.7,55,115569,9.1,90.2,1.43,5.1,53.6,5
131.8,412.7,48,20455,11.7,97.8,0.5,0.1,53.7,6.55
161.1,452,50,29550,12.2,93.5,0.5,0.6,52.6,4.9
168,415.9,46,30506,18,97.3,0.5,0.5,57,7.47
177,572.8,41,21387,14.8,86.6,0.4,0.5,50.6,4.7
185.6,492.4,52,102804,13.7,93.5,1,0.9,51.8,4.8
209.5,472.2,42,15552,13.4,95.5,0.54,0.54,53.3,5.45
153,467.5,69,133674,5.9,95.8,1.04,1,59.8,5.2
155.3,474.7,76,396488,5.8,92.9,1.4,2.96,60.2,4.3
189.4,472.2,52,51945,10.4,96.9,0.44,0.45,53.4,6
181.1,432.3,46,24033,13.9,94.4,1.8,0.37,56.3,4.4
172.9,483.9,52,169546,12.1,92.5,2,2.4,47.6,4.9
156.6,452.9,51,73435,11.3,95,0.5,2,51,5
128.4,397.6,42,37956,24,89.5,1.3,3.07,39.2,4.1
159.8,416.6,50,12022,10.7,95,0.06,0.48,56.4,6.67
215.9,436.5,79,49220,7.1,93.6,0.8,0.6,56.2,5.2
151.5,426.1,58,15559,12.3,91.6,1.4,0.2,51.1,5.6
196.6,434.9,63,14236,9.3,95.1,0.1,0.9,56.4,10
152.2,280.9,59,7444,8.4,98.9,0.19,0.1,64.1,5.3
169,409.3,48,40315,14,73.9,0.48,0.6,49.5,6.8
159.5,392.1,45,13383,14.3,91.9,0.36,0.2,52.8,7.4
